deal_id,client,created_date,closed_date,stage,deal_value,source_campaign
DEAL-00856,Clinica Vantia,2026-01-15,,New,823.28,Prospecting Social ES Q2
DEAL-00857,Clinica Vantia,2026-01-22,2026-03-13,Lost,1862.36,
DEAL-00858,Clinica Vantia,2026-01-23,2026-02-15,Won,2323.24,TBD
DEAL-00859,Clinica Vantia,2026-01-24,2026-03-12,Lost,2230.97,referral - ask client
DEAL-00860,Clinica Vantia,2026-01-29,2026-02-15,Won,2062.14,Retargeting Social ES Q2
DEAL-00861,Clinica Vantia,2026-02-04,,New,977.78,facebook
DEAL-00862,Clinica Vantia,2026-02-05,2026-03-18,Lost,1214.56,Partnerships Sponsored ES Q1
DEAL-00863,Clinica Vantia,2026-02-10,,New,1269.27,Partnerships Sponsored ES Q4
DEAL-00864,Clinica Vantia,2026-02-11,2026-02-17,Lost,2147.91,Organic Search
DEAL-00865,Clinica Vantia,2026-02-20,2026-04-20,Lost,839.64,
DEAL-00866,Clinica Vantia,2026-02-24,2026-04-09,Won,1170.88,Partnerships S
DEAL-00867,Clinica Vantia,2026-02-28,2026-03-16,Lost,1263.5,-
DEAL-00868,Clinica Vantia,2026-03-06,,New,2324.23,instagram dm
DEAL-00869,Clinica Vantia,2026-03-07,,Qualified,1176.45,
DEAL-00870,Clinica Vantia,2026-03-09,,New,1198.08,
DEAL-00871,Clinica Vantia,2026-03-10,2026-03-31,Won,1840.88,Retargeting Social ES Q4
DEAL-00872,Clinica Vantia,2026-03-15,2026-05-10,Lost,2138.59,walk-in
DEAL-00873,Clinica Vantia,2026-03-23,2026-03-30,Won,2023.56,unknown source
DEAL-00874,Clinica Vantia,2026-03-28,2026-05-03,Won,1495.15,Prospecting Social ES Q4
DEAL-00875,Clinica Vantia,2026-03-29,,New,6307.12,Retargeting Social ES Q1
DEAL-00876,Clinica Vantia,2026-04-14,,New,2767.76,leadgen search es q4??
DEAL-00877,Clinica Vantia,2026-04-16,,New,943.93,LeadGen Search ES Q4
DEAL-00878,Clinica Vantia,2026-04-17,2026-05-22,Lost,1457.94,Brand Search ES Q4
DEAL-00879,Clinica Vantia,2026-04-22,2026-04-25,Won,3092.94,Partnerships Sponsored ES Q3
DEAL-00880,Clinica Vantia,2026-04-23,,Qualified,2778.2,Partnerships Sponsored ES Q1
DEAL-00881,Clinica Vantia,2026-04-30,,New,1605.38,
DEAL-00882,Clinica Vantia,2026-05-01,,Qualified,3361.69,PARTNERSHIPS SPONSORED ES Q2 (COPY)
DEAL-00883,Clinica Vantia,2026-05-01,2026-06-01,Won,2119.33,
DEAL-00884,Clinica Vantia,2026-05-06,2026-05-19,Won,1669.28,Retargeting Social ES Q1
DEAL-00885,Clinica Vantia,2026-05-07,2026-06-28,Won,5944.0,Retargeting Social ES Q3
DEAL-00886,Clinica Vantia,2026-05-09,,Qualified,1564.22,Retargeting Social ES Q3
DEAL-00887,Clinica Vantia,2026-05-13,,New,1822.22,Prospecting Social ES Q1
DEAL-00888,Clinica Vantia,2026-05-15,,Qualified,1030.73,Brand Search ES Q1
DEAL-00889,Clinica Vantia,2026-05-15,,Qualified,1909.36,Prospecting Social ES Q2
DEAL-00890,Clinica Vantia,2026-05-15,,Qualified,2575.56,
DEAL-00891,Clinica Vantia,2026-05-18,2026-06-15,Won,986.12,Partnerships Sponsored ES Q2
DEAL-00892,Clinica Vantia,2026-05-25,2026-07-07,Won,1689.41,LeadGen Search ES Q2
DEAL-00893,Clinica Vantia,2026-05-25,2026-07-15,Won,2186.5,
DEAL-00894,Clinica Vantia,2026-05-28,2026-06-16,Lost,1460.46,LeadGen Search ES Q2
DEAL-00895,Clinica Vantia,2026-05-28,2026-06-04,Lost,1881.95,Prospecting Social ES Q2
DEAL-00896,Clinica Vantia,2026-05-29,2026-06-30,Won,2074.24,Brand Search ES Q4
DEAL-00897,Clinica Vantia,2026-06-01,,New,1354.21,partnerships sponsored es q3??
DEAL-00898,Clinica Vantia,2026-06-06,2026-07-30,Lost,1498.48,
DEAL-00899,Clinica Vantia,2026-06-17,2026-07-30,Won,1475.91,
DEAL-00900,Clinica Vantia,2026-06-26,2026-07-16,Won,1537.47,Prospecting Social ES Q3
DEAL-00901,Clinica Vantia,2026-07-01,2026-07-24,Lost,1246.69,LeadGen Search ES Q2
DEAL-00902,Clinica Vantia,2026-07-02,,Qualified,4054.33,LeadGen Search ES Q4
DEAL-00903,Clinica Vantia,2026-07-04,2026-07-20,Won,1665.38,
DEAL-00904,Clinica Vantia,2026-07-16,2026-07-27,Won,4542.12,
DEAL-00905,Clinica Vantia,2026-07-17,2026-07-24,Won,1884.14,LeadGen Search ES Q2
DEAL-00906,Clinica Vantia,2026-07-17,2026-07-20,Lost,1790.3,Retargeting Social ES Q2
DEAL-00907,Clinica Vantia,2026-07-18,,Qualified,5397.0,LeadGen Search ES Q3
DEAL-00908,Clinica Vantia,2026-07-18,,New,1976.69,Prospecting Social ES Q3
DEAL-00909,Clinica Vantia,2026-07-21,,New,1801.46,Prospecting Social ES Q3
DEAL-00910,Clinica Vantia,2026-07-22,,Qualified,4651.67,old campaign?
